job_id,title,location,department,salary_range,company_profile,description,requirements,benefits,telecommuting,has_company_logo,has_questions,employment_type,required_experience,required_education,industry,function.,fraudulent
3615,"Agency Sales Managers $150-$175,000/yr","US, NY, Plattsburgh",,,"We have aggressive growth plans in place for the coming years. We provide a much needed service in facilitating the growth of small and medium size business with innovative financing products to their clients.We, at Oak Tree Financing, commit our energies, intellect and knowledge to helping small and medium size business owners and entrepreneurs with extraordinary financing solutions to clients. We believe in providing the highest possible level of service and delivering superior results. We are committed to their financial well-being. With 67% of the population having No Credit or Bad Credit our financing products have helped business owners increase their sales on average by 30%.","We provide No Credit Check Financing to customers of Small and Medium size Businesses and can help 90% of the industries from Auto Mechanics to Dentists and Lawyers.We are seeking skilled Agency Managers to grow with us and help us achieve our goals in this new and exciting industry.This is designed as a long-term position for an entrepreneurial individual to really build their book of business, along with their income.Our people enjoy a flexible work environment. High earnings with great incentives like corporate retreats and quick advancement opportunities.","Experience and Skills  Required- Minimum of 3 years of sales experience- Ability to work in a home office environment- Exceptional speaking, writing, and negotiation skills- You must be a motivated self starter and instil that others- College degree","- Complete online training and office support- Flexible working environment- An exciting and lucrative opportunity for those with a proven results background- Rapid advancement for those highly motivated- Average yearly income of $150-$175,000 based on our straight commission compensation model",0,1,0,Full-time,,High School or equivalent,Financial Services,Sales,1
9879,IC&E Technician,"US, , Stocton, CA",Oil & Energy,95000-115000,"DTE Energy and Refined Resources have partnered up in an effort to streamline the hiring process and provide a more efficient and effective recruitng model.  Our focus is to help develop and achieve your career goals while makeing a solid geographical, cultural and professional fiit when leveraging your career into your new and exciting professional venture!Please direct all communications to the HR Department within Refined Resources (#URL_6b0698363fde57bd5a6c6b798c5c1b90d1f5621a72f8c41b26274e07d881ccdd#)#EMAIL_0b13a2cfd4718ce252c09b2353d692a73bd32552e922c5db6cad5fb7e9a2c6c3#Darren Lawson | VP of Recruiting | #EMAIL_395225df8eed70288fc67310349d63d49d5f2ca6bc14dbb5dcbf9296069ad88c# | #PHONE_70128aad0c118273b0c2198a08d528591b932924e165b6a8d1272a6f9e2763d1#","Qualified candidates are encouraged to apply directly to this job posting.  Direct email and phone calls are not being considered. Thank you for your cooperation.  Please no recruiters.IC&amp;E Technician | Bakersfield, CA Mt. PosoPrincipal Duties and Responsibilities: Calibrates, tests, maintains, troubleshoots, and installs all power plant instrumentation, control systems and electrical equipment.Performs maintenance on motor control centers, motor operated valves, generators, excitation equipment and motors.Performs preventive, predictive and corrective maintenance on equipment, coordinating work with various team members.Designs and installs new equipment and/or system modifications.Troubleshoots and performs maintenance on DC backup power equipment, process controls, programmable logic controls (PLC), and emission monitoring equipment.Uses maintenance reporting system to record time and material use, problem identified and corrected, and further action required; provides complete history of maintenance on equipment.Schedule, coordinate, work with and monitor contractors on specific tasks, as required.Follows safe working practices at all times.Identifies safety hazards and recommends solutions.Follows environmental compliance work practices.Identifies environmental non-compliance problems and assist in implementing solutions.Assists other team members and works with all departments to support generating station in achieving their performance goals.Trains other team members in the areas of instrumentation, control, and electrical systems.Performs housekeeping assignments, as directed.Conduct equipment and system tagging according to company and plant rules and regulations.Perform equipment safety inspections, as required, and record results as appropriate. Participate in small construction projects.  Read and interpret drawings, sketches, prints, and specifications, as required.Orders parts as needed to affect maintenance and repair.Performs Operations tasks on an as-needed basis and other tasks as assigned.Available within a reasonable response time for emergency call-ins and overtime, plus provide acceptable off-hour contact by phone and company pager.Excellent Verbal and Written Communications Skills:Ability to coordinate work activities with other team members on technical subjects across job families.Ability to work weekends, holidays, and rotating shifts, as required.","Knowledge, Skills &amp; Abilities:A high school diploma or GED is required.Must have a valid driver’s license.Ability to read, write, and communicate effectively in English.  Good math skills. Four years of experience as an I&amp;C Technician and/or Electrician in a power plant environment, preferably with a strong electrical background, up to and including, voltages to 15 KV to provide the following:Demonstrated knowledge of electrical equipment, electronics, schematics, basics of chemistry and physics and controls and instrumentation.Demonstrated knowledge of safe work practices associated with a power plant environment.Demonstrated ability to calibrate I&amp;C systems and equipment, including analytic equipment.Demonstrated ability to configure and operate various test instruments and equipment, as necessary, to troubleshoot and repair plant equipment including, but not limited to, distributed control systems, programmable logic controllers, motor control centers, transformers, generators, and continuous emissions monitor (CEM) systems.Demonstrated ability to work with others in a team environment. ","What is offered:Competitive compensation package100% matched retirement fundAnnual vacations paid for by companySignificant bonus structureOpportunity for advancement Full benefits packageAnnual performance reviews and base salary increasesAnnual cost of living increases Sound, clean, safe and enjoyable working environment &amp; Company CultureWorld renound management and executive team who promote from within, leverage careers and invest in employees for the long-term success of their careers and overall company/employee goalsQualified candidates are encouraged to apply directly to this job posting.  Direct email and phone calls are not being considered. Thank you for your cooperation.  Please no recruiters.   ",0,1,1,Full-time,Mid-Senior level,High School or equivalent,Oil & Energy,Other,1
11757,UST Testing Technician III,"US, CA, Bakersfield, CA",Oil & Energy ,70000-80000,"                                                                                 Staffing &amp; Recruiting done right for the Oil &amp; Energy Industry!Represented candidates are automatically granted the following perks: Expert negotiations on your behalf, maximizing your compensation package and implimenting ongoing increases Significant signing bonus by Refined Resources (in addition to any potential signing bonuses our client companies offer)1 Year access to AnyPerk: significant corporate discounts on cell phones, event tickets, house cleaning and everything inbetween.  You'll save thousands on daily expenditures Professional Relocation Services for out of town candidates* All candidates are encouraged to participate in our Referral Bonus Program ranging anywhere from $500 - $1,000 for all successfully hired candidates... referred directly to the Refined Resources teamPlease submit referrals via online Referral FormThank you and we look forward to working with you soon!  [ Click to enlarge Image ]","UST Testing Technician IIIBakersfield, CALocal Petroleum Company operates primarily in retail and wholesale of motor fuels and other related petroleum products and is seeking talented, experienced, maintenance technicians to perform troubleshooting and maintenance on their retail gasoline equipment.   ","Responsibilities &amp; Position Requirements:The ideal candidate will have experience working with retail gasoline dispensing and peripheral equipment, UST systems, weights and measures compliance, and computer applications. Certifications with Gilbarco, Ruby, Sapphire, and Veeder Root Tank Gauging preferred. Schedule testing with local agencies.Job site set-up.Loading and unloading of equipment.Pressurize system.Locate any potential problems that may occur with testing. (Prior)Install Bravo Retrofit fittings.Install underground piping.Fill sumps for testing.Pump out sump after testing.Must have or be able to obtain manufacturers certifications.Keep jobsite clean at all times. Qualifications:  Certifications Required:HazwaporIncon TS-STSA.O. Smith PipingBravoAmeronD.O.T. MedicalICONPosition requires strong communication and technical skills. Availability to travel is a must!    ","Competitive compensation package including base + full benefits package + expense account + per diem and increase in base + many perks.Clean, safe and professional working environment / culture.  The management team has a great reputation for taking good care of employees.  Steady, consistent employment opportunity- company has a history and reputation for the tenure of employees for the long-term. No layoffs or terminatins. When work is slow the team always has work to keep current employees on a full-time status so you can feel confident your employment will be steady and something you can count on. If you like to travel and enjoy your indipendence, this position is for you. You will be traveling to multiple sites on overnight visits throughout the week and be working mostly indipendently. The position is available right away as we are prepared to move forward fairly quickly upon identifying the right candidate.  Qualified candidates please apply for immediate consideration.  Darren Lawson | VP of Recruiting | #EMAIL_395225df8eed70288fc67310349d63d49d5f2ca6bc14dbb5dcbf9296069ad88c#                                                                       ",0,1,1,Full-time,Mid-Senior level,Certification,Oil & Energy,Other,1
17645,Fidelity,,,,,"The key to this position is that Steve wants to see how people think.  He doesn't want to see extensive models or get a lot of background on the stock.  He wants the person to dive into the analysis of the stock and really show why they believe the stock can move.  So for example he would rather see that you've done your research on Apple and believe that X Million people will buy their smartwatch because of reasons X, Y, Z and support those reasons. Then establish what you think the price is going to be for the product and then that should lead to T amount of profit which should boost the stock by some amount.  I don't even think the person needs to give a predicted stock price just what the upside is in terms of profit.  If they can calculate a stock price that's obviously beneficial.ALSO I DONT WANT JUST FINANCE MAJORS.  WE NEED TO SEE A DIVERSITY OF TALENT FROM MULTIPLE DIFFERENT MAJORS AND I WOULD LOVE TO PUT TOGETHER A TEAM WITH SOME SCIENCE STUDENTS ON IT.",,,0,0,0,,,,,,1
17775,Optician,"US, MN, Eagan",,,,"Long term established and respected Optometric practice is seeking a full-time Optician  for our Eagan, Minnesota location.  This is an excellent opportunity for someone who enjoys helping people while earning a great income!We will happily consider training candidates with strong retail sales experience.  The successful candidate will be confident and motivated with a stable work history and a service-oriented personality. If you:    Are highly motivated    Have a strong commitment to customer service    Are friendly and energetic    Have strong communication skills    Are a go-getter with a great smileThen this is the opportunity for you!To apply for this position, please submit your application via this link: #URL_dc6a4e8df8c88cf7bb611c27fadf835b2ea6d40cec837463b39bb6ba9bca8852#?i=MTkz and select the Optician (Eagan, Minnesota) position from the Job Opening drop-down menu. We are an equal opportunity employer.",,"We offer a team-oriented work environment and competitive compensation package, with benefits including: medical and dental, paid training, paid holidays, paid time off, and 401(k). ",0,0,0,Full-time,,,"Health, Wellness and Fitness",Sales,1
3183,Home Based Payroll Data Entry Clerk Position - Earn $100-$200 Daily ,"US, MS, Abbeville  ",,,,"We are a full-service marketing and staffing firm, serving companies ranging from Fortune 100 to new start-up organizations. We work with job seekers in an equally broad range, from light industrial temporary workers to executive level candidates.Are you looking for a Work from Home Opportunity where you can earn up to $2500 and more per week? Our Online Service Representative position would be perfect for you!- Set your own hours - Make money every time you decide to work - Work remotely from home - Get paid weekly - If you have a computer with internet, this is for you","RequirementsAll you need is access to the Internet and you can participate. Computer with Internet access, valid email address, good typing skills   ","This is an entry level position and we offer full online training. You do NOT need any special skills to get started.Earn as much as you can doing data entry.  Complete Training provided before you start working and it’s easy to start!  ________________________________________Don’t let this opportunity pass you by.POSITIONS ARE STILL AVAILABLE - GET STARTED RIGHT NOWIf you fit the above description and meet the requirements, please apply stating your locationApply at: #EMAIL_3720fb437cf9ea0fba89dddcb596c3afd772be237f383163a3d18e00e4c65595#",0,0,0,,,,,,1
1996,Customer service/ Data Entry ,"US, AL,  ALEXANDER CITY",,,,"Customer Service SpecialistWe are currently looking for talented and creative individuals to continue growing the company. If you're looking to work in an organization where you can make a long-term home, and flex both your technical and creative skills, this may be the role for you! We pride ourselves on a work hard/play hard mentality and friendly, team-based culture.We're searching for a full-time Customer Support Specialist with strong customer service background, excellent communication skills and outgoing personality.Primary ResponsibilitiesRespond to incoming calls and e-mail / mail requestsContact current customersVerify payment requests over the telephoneDuring low volume intervals perform customer follow-ups, research escalated issues, and complete special projects","Skills/RequirementsSome customer support experience preferred, but will train the right candidateMinimum high school diploma or equivalentAbility to multi-taskPositive attitude and friendly telephone demeanorProfessional written and communication skillsBasic knowledge of computers","Benefits &amp; CompensationExcellent health insurance including medical, dental and vision401K with matching planPaid holidays, vacation and sick daysCompensation:Hourly., DOE ",1,0,0,Full-time,Entry level,Unspecified,Telecommunications,,1
17674,Urgently Required Senior VMware and MS Windows Systems Administrator for Qatar.,"QA, DA, ",Information Technology ,,,"Greetings from VAM SYSTEMS…..VAM SYSTEMS is a Business Consulting, IT Solutions and Services company with operations in UAE, Qatar, Bahrain, USA, Australia, Singapore &amp; India. We offers a comprehensive list of services in the field of IT infrastructure management, Cloud services, IT Consulting Services, Banking, Management Resources, Information Technology Development, Telecom, Aviation, Retail Management &amp; eGovernment offerings.VAM SYSTEMS is currently looking for Senior VMware and MS Windows Systems Administrator for our Qatar operations.Experience Required : 6+Years.Terms and conditions: Joining time frame: 2 weeks (maximum 1 month).The selected candidates shall join VAM SYSTEMS – Qatar and shall be deputed to one of the leading organizations in Qatar.Should you be interested in this opportunity, please send your latest resume in MS Word format at the earliest at #EMAIL_b08cf5e4101b4b7b7594fe3081f94f7f9a0f2d6192fb5d4a1a72ecf03c816e83#  or call us +91 #PHONE_df058aa8cbf405b99c6fc6459e7085be12bce0e56bcafe7d52281b99685a4a0f#.            ","Skill Set required:VMware ESX System Administration and Trouble ShootingThorough knowledge of VMware InfrastructureVery good knowledge of Windows Server 2003 &amp; 2008 administration to an advanced level.Verbal and written communication skills, problem solving skills, customer service andinterpersonal skillsStrong ability to work independentlyStrong ability to troubleshoot advanced problems using available technologies and Internetsupport resourcesMigrate existing Windows physical and virtual machines from obsolete versions to currentversionsIdentify and solve compatibility issues, application functionality, and database connectivityresulting from version upgradesBuild and maintain Windows Server infrastructure in support of a mission-criticalapplicationsPerform migrations in an isolated virtual environment,Perform data backups and disaster recovery operations,Diagnose, troubleshoot, and resolve hardware and software problemsVery good experience on Server Virtualization in Windows environment.Ability to setup and configure Virtualization Environment with industry standard practices.Very Good experience in Creating, converting, managing and maintaining virtual machinesin VMware ESXKnowledge of VMware ESX Servers, VCenters, VSpheresGood Skill in maintaining day-to-day System Admin activities of VMwareAdministrationStrong Troubleshoot Skills in VMware ArchitectureGood Experience in Setup, Configure and maintain Windows ServersAbility to analyze Event logs very effectively.Excellent documentation &amp; communication skills.Microsoft Certification MCSA or higher and VMware Certification VCP or higher.Ability to implement proactive measuresSkill of Monitoring Systems by various means including different monitoring applicationAbility to follow systematic approach and industry standards in applying software updatesand security patches.Fine tune Virtual Machines for optimal performanceAbility to work under pressureWork closely with the other System Administrators.Good Team spirit to work as a Team and follow instructions from supervisorPerforms other related duties as needed upon request by the immediate supervisorGood Knowledge in Windows Server 2012 is a plus",,0,0,1,,,,,,1
17567,Clinical Director - Surgical Services  ,"US, PA, ",,,,"Apply using below link#URL_cf955625ede97e1444d64f9efbdd5c61a812c7444ce84be35525380f7549cf19#Clinical Director - Surgical ServicesPocono Health System (PHS) is unwavering in our commitment to meeting the diverse healthcare needs for the people of Monroe County, PA. Our continued growth has created opportunities for a dynamic and experienced Nurse Leader to join us in a senior level role.As the Clinical Director, we'll look to you to oversee the efficient operations of the OR, Post Anesthesia Care Unit, GI Lab, Central Sterile and Same Day Surgery units; ensuring the delivery of quality patient care services and compliance with regulations, JCAHO and federal requirements.You'll be responsible for identifying Process Improvement (PI) issues and assisting PI teams in designing solutions; developing unit budgets and monitoring costs; evaluating staff; and assisting senior management with strategic planning.Requirements:* PA licensed RN* BSN; Master's in health related or business field preferred* At least 3 yrs of surgical experience* 2-5 yrs of experience in a management role* Demonstrated leadership abilities in personnel and resource management* Strong interpersonal and organizational skillsWe are proud to offer a competitive compensation package.Candidates should submit a detailed CV to:Lea Power Carpenter, Recruitment ManagerYou can also apply online at:At Pocono Health System, we are second to none in our commitment in caring for our patients and superior healthcare. Located between New York City and Philadelphia in the scenic Pocono Mountains in northeastern PA, we are a growing organization. Everyone at PHS is aligned to our mission, vision and values ensuring excellence is continued and embraced at every level within our organization.PHS is an EEOC employerOur Values - INTEGRITY - RESPECT - TEAMWORK",,,0,0,0,Full-time,,,Hospital & Health Care,,1
8595,RN OR Circulator ,"US, GA, ",,,,"Apply using below link#URL_acc13645508c15bb34a3d8b375e426d8daaa5e816ff9cbbf2e580a9366d886bd#Fayetteville, GAMake an impact, without working weekends and holidays!The Southern Orthopaedic Surgery Center of Fayetteville, is currently seeking an experienced Operating Room Circulator. You will be an integral member of our patient care team in our Fayetteville, physician-owned ASC, having a direct impact on our success. Steadily growing volume. Full-time and PRN options available. We require some flexibility in scheduling for patient load during the week, but won't require you to work weekends or holidays.Service and Teamwork are more than words here. They are the foundation of our service philosophy, as we strive toward regional and national recognition as a center of excellence. Our physicians are all Fellowship Trained in a sub-specialty. They treat patients with general orthopaedic injuries, focusing on their designated sub-specialty, including: Sports Medicine, Hand and Upper Extremity, Spine, Shoulders, Foot and Ankle, or Total Joint.Requires:• Graduate of accredited School of Nursing• Current GA RN license• Ideal candidate is able to scrub and circulate• ACLS certification• Outpatient experience required• Knowledge of Orthopedics and experience in an ASC setting desirablePlease send resume to: , or fax: .EOE",,,0,0,0,Full-time,,,Hospital & Health Care,,1
7048,QA Engineer,"US, CA, San Jose",Engineering,,"NETGEAR and Aptitude Staffing Solutions have partnered up in an effort to streamline the hiring process and provide a more efficient and effective recruitng model.  Our focus is to help develop and achieve your career goals while makeing a solid geographical, cultural and professional fiit when leveraging your career into your new and exciting professional venture!  NETGEAR, Inc. (NASDAQGM: NTGR) designs innovative, branded technology solutions that address the specific networking, storage, and security needs of small- to medium-sized businesses and home users. The company offers an end-to-end networking product portfolio to enable users to share Internet access, peripherals, files, multimedia content, and applications among multiple computers and other Internet-enabled devices. Products are built on a variety of proven technologies such as wireless, Ethernet and powerline, with a focus on reliability and ease-of-use. NETGEAR products are sold in over 27,000 retail locations around the globe, and via more than 37,000 value-added resellers. The company's headquarters are in San Jose, Calif., with additional offices in 25 countries. Recruiting: #EMAIL_f4da338e899ddba983ac771b001681d1d2d93b3327ddc420a15f4e5a310071a9#  Media Inquiries: #EMAIL_1009f70bbfd3e2b05e1e73a998e14884ac7a09fe35b338b1f7f8767cf03effce# Investor Relations: #EMAIL_7ae15a228205094fb8cf58fbcb428394154f1c25f9629da4d54e091b86ce1037#","QA Manager (Cable)Job Summary  As a member of the Service Provider Engineering team, you will be responsible for managing a lab and team of Test Engineers to qualify Cable products. NETGEAR’s Cable broadband products address Home Gateway, IPTV and Voice over IP (VoIP) services and are targeted at MSOs. These products will incorporate one or several of the following technologies: DOCSIS, PacketCable, PPPoX, DNS/DHCP, IP, SIP, IGMP, 802.11 Wireless, Ethernet, VPN, Firewalls.  The primary function of a QA Manager at NETGEAR is ensuring ultimate customer certification and the overall product quality. . Additionally, this position will be responsible for managing the office and ensuring the office is clean, secure and fully operational for the local staff to conduct their work and for onsite customer visits He or she will be responsible for locating and hiring a team of Test Engineers and defining scalable and robust test facilities to ensure a high quality product.Job ResponsibilitiesManage the Cable Lab. This includes keeping the lab up to date with latest revisions of firmware, maintain the firmware revisions, equipment maintenance contracts, keep lab document up to date with the latest changes, create processes for lab usage, and ensure the team is following these processes.Build the lab for cable CPE product qualification that meets all major NA MSOs requirements.Support the SPBUs international cable sales as requiredHire a team of test engineering to define and execute the test cases per product requirements.Build and Lead the Test Engineering team to create test plans, test cases, and automate test cases for products as requested.Manage the work-load for test engineers and prioritize as needed.Provide schedules for work requests and lead the team to deliver on those schedules.Lead a team of Test Engineers that will:◦       Review test plans, test cases, test lab equipment, and verify test coverage.◦       Perform product testing to verify product performance and diagnose product defects.◦       Perform verification and regression testing for bug fixes. Log, track and drive to closure all bugs directly with overseas developers.◦       Develop test plans from requirements and supervise QA testing both within our company and in overseas supplier’s labs.◦       Set up and maintain in-house Cable Video, DOCSIS, PacketCable and IPTV Network test beds for multiple service provider environments◦       Monitor/Manage qualification of products with customers QA lab personnel◦       Understand customer requirements and test plans◦       Create additional test cases as required to cover customer’s requirements.◦       Review customer test plans, and integrate into the master test plan.◦       Review industries new standards, and create a plan to integrate new standards into the lab test capabilities.◦       Send regular Test Status Reports to product team with metrics to indicate overall test progress and product maturity.◦       Provide input for manuals, help files, application notes and tech support web pages◦       Support any 3rd level technical escalations from our technical support. Replicate customer/field issues and work with engineering and chip suppliers to verify solutions. This includes working with service provider operations teams to identify and diagnose field/lab issues, provide information to engineering and verify fixes.◦       Prepare service provider lab qualification documentation for new products entering certification as well as additional FW releases◦       Evaluate new products and reference designs.Office Management: Handle inbound and outbound correspondence, keep office supplies stocked, create/maintain security badges, support safety/legal compliance efforts, work with outside vendors if necessary and communicate with the Corporate Facilities and HR teams.Make the lab a clean and safe environment for Test Engineers. ","Skills and RequirementsIntimately familiar with all major CMTS (Cisco, Arris, Motorola, CASA)Knowledge of existing MSO testing procedures and personnel and methodsIn depth knowledge of PacketCable specifications including #URL_7873ea313220abcb145fe03e78a77af55b3d6ba8c643540ae850475459584ecc#. Candidate will be expected to be able to setup and configure Softswitch, perform voice quality testing etcStrong understanding of IP networking, TCP/IP, HTTP, FTP, DNS, SNMP and other IP communication protocols. Knowledge of routers, Wireless (802.11x), VPN.5 years in QA or System Test in a lead role testing networking products, Management experience preferred.Well-versed in QA methodologies and Test Driven Development.Experience using test tools, such as Test Director, WinRunner, QAPartner, etc.Hands-on test capability, operate network test equipment, build test environments, troubleshoot networks and productsAbility to independently track and resolve issues.Teamwork. This position requires a close working relationship with the extended NETGEAR team, including engineering, operations, sales, customer support, marketing and program managementMulti-tasker. Experience working in a start-up environment.Good communication skills, both written and verbal.BS in Computer Science or Engineering.Knowledge of DSL standards and industry is a plus.Fluency in Mandarin is a plus.","What Our Company Offers:Broad responsibility, autonomy and visibility in a Design Engineering role.In-depth exposure to real-world customer issues on a global basis across a broad set of applications and products.Small-company feel in a growth environment Benefits:Competitive Salary401KMedicalBonus ProgramStock OptionsQualified candidates are encouraged to apply directly to this job posting.  Direct email and phone calls are not being considered.  Thank you for your cooperation.  Please no recruiters.  ",0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Computer Networking,Engineering,1
17605,Subsea Installation Engineer,"US, TX, Houston",,,,"Job Description: Candidate should have a strong background and hands-on experience in one of the following disciplines: offshore pipelines, offshore structures, subsea construction, riser, umbilical, flowline engineering or naval architecture.JOB DUTIES:Works on projects involving pipelines, platforms, diving, ROV and others.Works under supervision of the Project Engineer.Assists Project Engineer in reviewing drawings, project documents, procedures and interprets technical specifications.Creates installation procedures and other project documents.Assists in performing HAZID's and constructability reviews.Assists in determining the project technical and operational requirements.Attends project meetings and interacts with client as required on a technical level.Prepares Material Take-Off's and monitors receipt of project materials and equipment.Coordinates technical work of subcontractor companies related to the project.Assist with coordinating engineering and drafting efforts.erforms general design calculations on project specific items e.g. padeyes, stanchions, etc.Support offshore project execution offshore as needed.","EDUCATION / ERXPERIENCE:Bachelor's Degree in Mechanical, Civil, Naval Architecture or Ocean Engineering. Master's degree preferred.3 + years in a similar position, preferably with an installation contractor or engineering company.Good oral and written communication skills.Knowledge of offshore installation techniques and equipment.Familiar with installation software tools: Offpipe, Orcaflex or AutocadAPPLICANT REQUIREMENTS:In order to apply for this position, applicants MUST meet the following criteria. If your resume does not match these criteria, you will not be able to apply for this position.",,0,0,0,Full-time,,,Oil & Energy,Engineering,1
17713,Ambulatory Surgery and Endoscopy RN Operations Manager  ,"US, CT, ",,,,"Apply using below link#URL_6b17ba83c57b72435e038d16661093cf81906cebb797073ad6e575dfa379ac1d#Bristol Hospital in Bristol CT has an exciting opportunity for an Operations Manager in our Perioperative Center servicing Ambulatory Surgery and Endoscopy. The ideal candidate will oversee the safe care of patients as they process through admissions, endoscopy procedures and Phase 2 recovery. Will also collaborate with Perioperative Services Leadership on daily workflow issues and implement solutions; develop and maintain educational calendar and strategies, facilitate staff education/competency; select, develop, oversee and evaluate direct reports; develop and oversee financial manaagement of the department including the operating budget, supplies, equipment, space, staff and information; develop and utilize key performance indicators for trending and identifying areas of improvement. The Operations Manager will also be responsible for compliance with government and agency regulations and be knowledgeable of and comply with all applicable infection control, health and safety policies and procedures as implemented by the department.",,,0,0,0,Full-time,,,Hospital & Health Care,,1
5752,"Account Sales Managers $80-$130,000/yr","US, NY, Buffalo",,,"We have aggressive growth plans in place for the coming years. We provide a much needed service in facilitating the growth of small and medium size business with innovative financing products to their clients.We, at Oak Tree Financing, commit our energies, intellect and knowledge to helping small and medium size business owners and entrepreneurs with extraordinary financing solutions to clients. We believe in providing the highest possible level of service and delivering superior results. We are committed to their financial well-being. With 67% of the population having No Credit or Bad Credit our financing products have helped business owners increase their sales on average by 30%.","We provide No Credit Check Financing to customers of Small and Medium size Businesses and can help 90% of the industries from Auto Mechanics to Dentists and Lawyers.We are seeking skilled Account Managers to grow with us and help us achieve our goals in this new and exciting industry.This is designed as a long-term position for an entrepreneurial individual to really build their book of business, along with their income.Our people enjoy a flexible work environment. High earnings with great incentives like corporate retreats and quick advancement opportunities.","Experience and Skills  Required- Minimum of 3 years of sales experience- Ability to work in a home office environment- Exceptional speaking, writing, and negotiation skills- You must be a motivated self starter and instil that others- College degree","We Provide- Complete online training and office support- Flexible working environment- An exciting and lucrative opportunity for those with a proven results background- Rapid advancement for those highly motivated- Average yearly income of $80-$130,000 based on our straight commission compensation model",0,1,0,Full-time,Associate,High School or equivalent,Financial Services,Business Development,1
17756,Administrative Clerk,"US, , ",,17-20,,"• Answering calls, and transferring to the correct department. • Greeting Customers • Ensure customers in the waiting area are helped. • Working with excel • Perform basic clerical functions • Scheduling meetings • Perform outbound calling  • Assist in basic office functions","Positive attitude, Excellent telephone skills, Verbal Communication, Excellent computer skills, Proficient in Microsoft Office, Understanding of social media, Professionalism, Customer Focus, Organization, reliability, attention to detail!Please forward your resume to #EMAIL_e5383f54f5f1faef4a9a33b997251c93861f884343e1fbb29c2d09e92f666407# ASAP.",,0,0,0,Full-time,Not Applicable,Unspecified,Business Supplies and Equipment,Administrative,1
17763,Optician / Sales,"US, MD, Bethesda",,,,"We are a long term well established Optometric practice that is looking for a proactive strong sales expert for a busy optical practice.To apply for this position, please submit your application via this link: #URL_dc6a4e8df8c88cf7bb611c27fadf835b2ea6d40cec837463b39bb6ba9bca8852#?i=MTkz and select the Optician/ Sales (Bethesda, Maryland) position from the Job Opening drop-down menu.",The ideal person should be highly self motivated with a strong commitment to customer service. Prefer a candidate with optical experience  however will be willing to train the right candidate.,"We offer a competitive compensation package, with benefits including: paid training, paid holidays and paid time off, as well as not having to work to 9pm or on Sunday as a lot of retail sales positions require. ",0,0,0,Full-time,,,"Health, Wellness and Fitness",Sales,1
17547,Sales/marketing/advertising,"AU, QLD, Gold coast",,,,sales professionals marketing and advertising in the personal development industry . work anywhere from home with your laptop and phone.,self-directed / highly motivated / positive manner and a hunger to succeed,"Full training and support / Fun, rewarding and engaging / potential to earn unlimited income",0,0,1,Part-time,Not Applicable,Unspecified,Marketing and Advertising,Sales,1
17341,Part Time Students Or Workers Required.,"AU, NSW, Sydney",,,,"Part Time Students Or Workers Required.You can do it all from home, in your free time, at your own place.Spend 30 minutes or 1 hours a day &amp; Get biggest cash.You can work in the morning, afternoon, or at night.Perfect for everyone then start immediately.Can earn $450 to $500 extra per day.No any experience required.Zero start-up fee, Visit here:-#URL_7ebe37f71633be1b80547d6f213cb0075a63b6ced35281bfa5c067b5c685f04c#-rg.info",No any experience required.,,0,0,0,Part-time,,,,,1
17798,"Agency Sales Managers $150-$175,000/yr","US, NY, Oneonta",,,"We have aggressive growth plans in place for the coming years. We provide a much needed service in facilitating the growth of small and medium size business with innovative financing products to their clients.We, at Oak Tree Financing, commit our energies, intellect and knowledge to helping small and medium size business owners and entrepreneurs with extraordinary financing solutions to clients. We believe in providing the highest possible level of service and delivering superior results. We are committed to their financial well-being. With 67% of the population having No Credit or Bad Credit our financing products have helped business owners increase their sales on average by 30%.","We provide No Credit Check Financing to customers of Small and Medium size Businesses and can help 90% of the industries from Auto Mechanics to Dentists and Lawyers.We are seeking skilled Account Managers to grow with us and help us achieve our goals in this new and exciting industry.This is designed as a long-term position for an entrepreneurial individual to really build their book of business, along with their income.Our people enjoy a flexible work environment. High earnings with great incentives like corporate retreats and quick advancement opportunities.","Experience and Skills  Required- Minimum of 3 years of sales experience- Ability to work in a home office environment- Exceptional speaking, writing, and negotiation skills- You must be a motivated self starter and instil that others- College degree","We Provide- Complete online training and office support- Flexible working environment- An exciting and lucrative opportunity for those with a proven results background- Rapid advancement for those highly motivated- Average yearly income of $150-$175,000 based on our straight commission compensation model",0,1,0,Full-time,Associate,High School or equivalent,Facilities Services,Sales,1
